method,seed,final_clean,final_rauc,final_median_r80,final_abs_r10,rauc_aulc,best_rauc
uniform,0,1.0,0.3125,0.275,0.3625,0.275390625,0.3125
uniform,1,1.0,0.5026041666666667,0.175,1.0,0.416015625,0.5026041666666667
uniform,2,1.0,0.48541666666666666,0.29374999999999996,0.875,0.40169270833333337,0.48541666666666666
uniform,3,0.09375,0.126953125,1.0,0.0,0.050664992559523815,0.126953125
uniform,4,1.0,0.25,0.16249999999999998,0.35624999999999996,0.15625,0.25
uniform,5,1.0,0.694140625,0.33749999999999997,1.0,0.554052734375,0.694140625
uniform,6,1.0,0.9458333333333333,0.91875,1.0,0.7200520833333333,0.9458333333333333
uniform,7,1.0,0.47916666666666663,0.29374999999999996,0.8625,0.306640625,0.47916666666666663
fixed,0,0.125,0.015625,1.0,0.0,0.015625,0.015625
fixed,1,1.0,0.44999999999999996,0.175,0.88125,0.38984375,0.44999999999999996
fixed,2,1.0,0.48541666666666666,0.29374999999999996,0.875,0.17486979166666666,0.48541666666666666
fixed,3,0.0,0.06233258928571428,1.0,0.0,0.030633835565476185,0.06233258928571428
fixed,4,1.0,0.73046875,0.3125,1.0,0.3384440104166667,0.73046875
fixed,5,0.75,0.6828125,0.33749999999999997,1.0,0.23502604166666666,0.6828125
fixed,6,0.75,0.7875,0.33749999999999997,1.0,0.4690755208333333,0.7875
fixed,7,0.625,0.36406249999999996,0.29374999999999996,0.1125,0.045507812499999994,0.36406249999999996
failure_only,0,1.0,0.5088541666666666,0.29374999999999996,1.0,0.4072265625,0.5088541666666666
failure_only,1,1.0,0.5583333333333333,0.175,1.0,0.3893880208333333,0.5583333333333333
failure_only,2,1.0,0.5104166666666666,0.29374999999999996,1.0,0.3973958333333333,0.5104166666666666
failure_only,3,0.0,0.07105654761904762,1.0,0.0,0.01781063988095238,0.07105654761904762
failure_only,4,1.0,0.4388020833333333,0.175,0.8875,0.2830403645833333,0.4388020833333333
failure_only,5,1.0,0.7328125,0.33749999999999997,1.0,0.6058268229166667,0.7328125
failure_only,6,1.0,0.9625,1.0,1.0,0.7932942708333334,0.9625
failure_only,7,1.0,0.3958333333333333,0.29374999999999996,0.53125,0.2630208333333333,0.3958333333333333
td_loss,0,1.0,0.48541666666666666,0.29374999999999996,0.875,0.338671875,0.48541666666666666
td_loss,1,1.0,0.44999999999999996,0.175,0.88125,0.23125,0.44999999999999996
td_loss,2,1.0,0.5010416666666666,0.29374999999999996,0.96875,0.371484375,0.5010416666666666
td_loss,3,0.09375,0.126953125,1.0,0.0,0.10945521763392856,0.126953125
td_loss,4,1.0,0.6510416666666666,0.32499999999999996,0.9125,0.26627604166666663,0.6510416666666666
td_loss,5,1.0,0.7328125,0.33749999999999997,1.0,0.5624348958333333,0.7328125
td_loss,6,1.0,0.9510416666666667,0.9375,1.0,0.4930989583333334,0.9510416666666667
td_loss,7,1.0,0.5395833333333333,0.29374999999999996,1.0,0.2985677083333333,0.5395833333333333
bgr_uniform_radius,0,1.0,0.48541666666666666,0.29374999999999996,0.875,0.366015625,0.48541666666666666
bgr_uniform_radius,1,1.0,0.5026041666666667,0.175,1.0,0.38639322916666674,0.5026041666666667
bgr_uniform_radius,2,1.0,0.5010416666666666,0.29374999999999996,0.96875,0.39388020833333337,0.5010416666666666
bgr_uniform_radius,3,0.09375,0.126953125,1.0,0.0,0.06682012648809524,0.126953125
bgr_uniform_radius,4,1.0,0.7682291666666666,0.6,0.9166666666666667,0.345703125,0.7682291666666666
bgr_uniform_radius,5,1.0,0.673828125,0.33749999999999997,1.0,0.5486165364583334,0.673828125
bgr_uniform_radius,6,1.0,0.9458333333333333,0.91875,1.0,0.7630859375,0.9458333333333333
bgr_uniform_radius,7,1.0,0.3333333333333333,0.2875,0.48124999999999996,0.27604166666666663,0.3333333333333333
bgr_coverage,0,1.0,0.3958333333333333,0.29374999999999996,0.53125,0.3274739583333333,0.3958333333333333
bgr_coverage,1,1.0,0.44999999999999996,0.175,0.88125,0.3169921875,0.44999999999999996
bgr_coverage,2,1.0,0.4822916666666666,0.29374999999999996,0.825,0.344921875,0.4822916666666666
bgr_coverage,3,0.875,0.7819986979166667,0.46875,1.0,0.1602114722842262,0.7819986979166667
bgr_coverage,4,1.0,0.3684895833333333,0.175,0.58125,0.16520182291666666,0.3684895833333333
bgr_coverage,5,1.0,0.68046875,0.33749999999999997,1.0,0.5466145833333333,0.68046875
bgr_coverage,6,1.0,0.9458333333333333,0.91875,1.0,0.7546223958333333,0.9458333333333333
bgr_coverage,7,1.0,0.4661458333333333,0.29374999999999996,0.8,0.28092447916666663,0.4661458333333333
bgr,0,1.0,0.3125,0.275,0.3625,0.236328125,0.3125
bgr,1,1.0,0.25,0.16249999999999998,0.35624999999999996,0.14453125,0.25
bgr,2,1.0,0.48541666666666666,0.29374999999999996,0.875,0.40234375,0.48541666666666666
bgr,3,0.09375,0.126953125,1.0,0.0,0.07233189174107142,0.126953125
bgr,4,1.0,0.3684895833333333,0.175,0.58125,0.12613932291666666,0.3684895833333333
bgr,5,1.0,0.5958333333333333,0.33749999999999997,0.9375,0.4217447916666666,0.5958333333333333
bgr,6,1.0,0.9375,0.9083333333333333,1.0,0.7183593749999999,0.9375
bgr,7,1.0,0.35416666666666663,0.2875,0.48124999999999996,0.2786458333333333,0.35416666666666663
