seed,replay_index,sigma,trial,success,final_distance,steps
1,1,0.6,0,1,0.042796507396030595,28
1,1,0.6,1,1,0.042796507396030595,28
1,2,0.0,0,1,0.03504051422870725,0
1,2,0.0,1,1,0.03504051422870725,0
1,2,0.08,0,1,0.04423215604833175,7
1,2,0.08,1,1,0.04423215604833175,7
1,2,0.16,0,1,0.04843647349640491,4
1,2,0.16,1,1,0.04843647349640491,4
1,2,0.24,0,1,0.04843647349640491,4
1,2,0.24,1,1,0.04843647349640491,4
1,2,0.32,0,1,0.04843647349640491,4
1,2,0.32,1,1,0.04843647349640491,4
1,2,0.4,0,1,0.04843647349640491,4
1,2,0.4,1,1,0.04843647349640491,4
1,2,0.5,0,1,0.04843647349640491,4
1,2,0.5,1,1,0.04843647349640491,4
1,2,0.6,0,1,0.04843647349640491,4
1,2,0.6,1,1,0.04843647349640491,4
1,3,0.0,0,1,0.025740142133978895,11
1,3,0.0,1,1,0.025740142133978895,11
1,3,0.08,0,1,0.040855358215063524,10
1,3,0.08,1,1,0.040855358215063524,10
1,3,0.16,0,1,0.03350412360340114,10
1,3,0.16,1,1,0.03350412360340114,10
1,3,0.24,0,1,0.034837623118488925,10
1,3,0.24,1,1,0.034837623118488925,10
1,3,0.32,0,1,0.03357485502409426,10
1,3,0.32,1,1,0.03357485502409426,10
1,3,0.4,0,1,0.02701228026207658,10
1,3,0.4,1,1,0.02701228026207658,10
1,3,0.5,0,1,0.026040786342930403,10
1,3,0.5,1,1,0.026040786342930403,10
1,3,0.6,0,1,0.04576272094302237,12
1,3,0.6,1,1,0.04576272094302237,12
