dataset,target_radius,method,seed,final_rauc
qsar-biodeg,2.0000,bgr,44,0.724750
qsar-biodeg,2.0000,uniform,45,0.822500
qsar-biodeg,2.0000,fixed,45,0.764750
qsar-biodeg,2.0000,bgr,45,0.839750
qsar-biodeg,2.0000,uniform,46,0.816000
qsar-biodeg,2.0000,fixed,46,0.811000
qsar-biodeg,2.0000,bgr,46,0.791000
qsar-biodeg,2.0000,uniform,47,0.767750
qsar-biodeg,2.0000,fixed,47,0.802750
qsar-biodeg,2.0000,bgr,47,0.803750
qsar-biodeg,2.0000,uniform,48,0.822000
qsar-biodeg,2.0000,fixed,48,0.782000
qsar-biodeg,2.0000,bgr,48,0.821250
qsar-biodeg,2.0000,uniform,49,0.771500
qsar-biodeg,2.0000,fixed,49,0.803000
qsar-biodeg,2.0000,bgr,49,0.791250
qsar-biodeg,2.0000,uniform,50,0.773250
qsar-biodeg,2.0000,fixed,50,0.829000
qsar-biodeg,2.0000,bgr,50,0.797500
qsar-biodeg,2.0000,uniform,51,0.796000
qsar-biodeg,2.0000,fixed,51,0.788000
qsar-biodeg,2.0000,bgr,51,0.835250
qsar-biodeg,2.0000,uniform,52,0.846000
qsar-biodeg,2.0000,fixed,52,0.785500
qsar-biodeg,2.0000,bgr,52,0.834000
qsar-biodeg,2.0000,uniform,53,0.794000
qsar-biodeg,2.0000,fixed,53,0.772250
qsar-biodeg,2.0000,bgr,53,0.760000
qsar-biodeg,2.0000,uniform,54,0.815750
qsar-biodeg,2.0000,fixed,54,0.837250
qsar-biodeg,2.0000,bgr,54,0.840750
qsar-biodeg,2.0000,uniform,55,0.743500
qsar-biodeg,2.0000,fixed,55,0.747000
qsar-biodeg,2.0000,bgr,55,0.780750
qsar-biodeg,2.0000,uniform,56,0.787000
qsar-biodeg,2.0000,fixed,56,0.809250
qsar-biodeg,2.0000,bgr,56,0.855750
qsar-biodeg,2.0000,uniform,57,0.797750
qsar-biodeg,2.0000,fixed,57,0.820250
qsar-biodeg,2.0000,bgr,57,0.811500
qsar-biodeg,2.0000,uniform,58,0.791750
qsar-biodeg,2.0000,fixed,58,0.813750
qsar-biodeg,2.0000,bgr,58,0.791250
qsar-biodeg,2.0000,uniform,59,0.796250
qsar-biodeg,2.0000,fixed,59,0.860500
qsar-biodeg,2.0000,bgr,59,0.786000
mammography,2.0000,uniform,30,0.980000
mammography,2.0000,fixed,30,0.980000
mammography,2.0000,bgr,30,0.980000
mammography,2.0000,uniform,31,0.983500
mammography,2.0000,fixed,31,0.992000
mammography,2.0000,bgr,31,0.992000
mammography,2.0000,uniform,32,0.979000
mammography,2.0000,fixed,32,0.969500
mammography,2.0000,bgr,32,0.976000
mammography,2.0000,uniform,33,0.963000
