method,seed,final_clean,final_rauc,final_median_r80,rauc_aulc,best_rauc
uniform,0,0.47188320816973545,0.45886559219755874,0.8045794985842603,0.5130140658919782,0.642183271273356
uniform,1,0.7332884364059777,0.7123396691799916,0.7821755233671424,0.49533548424959445,0.7123396691799916
uniform,2,0.39832518190390104,0.3844471135416931,0.7682095817925649,0.5299434013162676,0.619652357148767
uniform,3,0.6363225480127191,0.6283890890856009,0.8368381884866922,0.4703600946257083,0.6283890890856009
uniform,4,0.22820813040524676,0.22794751045190434,0.9519397637544509,0.4792735861126752,0.6882485117015646
uniform,5,0.6946306870443708,0.6800550135198615,0.7787164465788705,0.5244629981095008,0.6800550135198615
uniform,6,0.5901429208842486,0.5741833780442289,0.8497316094538603,0.4438383145292922,0.6387622042168795
uniform,7,0.20947247907936276,0.20814199173668968,0.9795685002419131,0.3894310785722798,0.6458516535391816
uniform,8,0.5671101603671819,0.5461985915762563,0.7416829720138558,0.5966978586600138,0.7032017590440485
uniform,9,0.395901936353256,0.38133286957571927,0.7077562982597453,0.5468049120858178,0.7333703116861973
uniform,10,0.7128891794563739,0.7072358764944356,0.7869378876018985,0.47430382766216184,0.7072358764944356
uniform,11,0.45531877376861435,0.44433533128100017,0.9110807455640526,0.48189286469187564,0.6851929490512159
uniform,12,0.5906887833238536,0.5708509739541053,0.8010272958288129,0.48007631161103653,0.6593563544863447
uniform,13,0.6820905109423099,0.6631724777925162,0.8115825052531864,0.5208885819212131,0.6631724777925162
uniform,14,0.5891748982236504,0.5778350217174264,0.8386447181884942,0.4304994993253275,0.6066426615142128
uniform,15,0.5037312751520326,0.48651073390462174,0.719277473796167,0.476025650310993,0.5920884634928478
uniform,16,0.5793222564355853,0.553722876768324,0.7224831045918717,0.571859182202191,0.6984996858417903
uniform,17,0.644417001084416,0.6247715828657174,0.8522002199454051,0.43791355229106127,0.6407980233738685
uniform,18,0.5334325733421066,0.5189414869108804,0.8195612849029639,0.48520707188012974,0.6166251146705809
uniform,19,0.5490321647864262,0.5362022007019476,0.7209152875283998,0.5709917213996222,0.6584701842385516
uniform,20,0.7170863044689348,0.6905367990461173,0.7680088844034842,0.5598671346745817,0.6905367990461173
uniform,21,0.4944712931991242,0.47865605538587164,0.773503893793701,0.4219474868780019,0.634601795580696
uniform,22,0.6333441215854523,0.6110135474071238,0.7764007103677583,0.48787168855188956,0.6881066579367511
uniform,23,0.32540525441980045,0.3152442992701421,0.807975833390937,0.4371487991529912,0.6710791788945605
uniform,24,0.4667279258779334,0.4541300029861602,0.9010435825434358,0.44700305750428604,0.5547791187440959
uniform,25,0.5710335978570248,0.5480784869483065,0.8124806451841939,0.4870387150615042,0.6453324853151663
uniform,26,0.5902856891248817,0.5695710016351946,0.7696147748801402,0.5077827703526115,0.6542976129812671
uniform,27,0.708036402507044,0.6820173710320995,0.8009175190674895,0.5689857067606643,0.6820173710320995
uniform,28,0.6852699841572502,0.6784153600670756,0.8197204879227356,0.5048093871282635,0.6784153600670756
uniform,29,0.4264272674665173,0.42374877640233827,0.859633715901591,0.45547948229677615,0.5765260542226478
fixed,0,0.5961983799976234,0.5721095034243615,0.7819503826653091,0.5134704242623616,0.6452474057953649
fixed,1,0.6624987045396566,0.6375875224135701,0.7510765708904062,0.4981669937916009,0.6415783892767778
fixed,2,0.5860070717257932,0.5764062179865563,0.8097952936923383,0.4628794896984232,0.5764735667136706
fixed,3,0.5168466485239076,0.5071831178333747,0.8601674694527965,0.526242830377339,0.6299526942945071
fixed,4,0.6392916252489157,0.6191105420738321,0.8908686619009887,0.527849957725681,0.6448510956647588
fixed,5,0.25004734946799434,0.2492307292156262,0.9198983972198513,0.46082343646130547,0.579226398055538
fixed,6,0.6287156257965155,0.6081544449067722,0.8007758621078382,0.4973180104521641,0.6662701894354447
fixed,7,0.5050915845929295,0.49237588390937387,0.8276044570746774,0.45843431003846274,0.6754307741605626
fixed,8,0.5767161693724508,0.5555662096959437,0.7635128076209166,0.5664019188485961,0.7099066162693615
fixed,9,0.3734432495549555,0.36339919340834687,1.0,0.5167434553689648,0.6929241580401625
fixed,10,0.6626683785680416,0.6576059060294178,0.8200918669414037,0.5577811209433703,0.6576059060294178
fixed,11,0.6167982055029755,0.602274733891871,0.8244158064855953,0.49459673924305936,0.6493907164929704
fixed,12,0.5987614755822839,0.5824491642566201,0.8468266867464143,0.5380859882529211,0.6479873479543898
fixed,13,0.6185390891931598,0.6022857016448819,0.8669220589565337,0.5085756543119382,0.6292365760436914
fixed,14,0.5877604350897855,0.5660178400064564,0.7395489585702302,0.46306493875984334,0.6162066227179425
fixed,15,0.5088655439449706,0.4964143871928801,0.9057515286047262,0.4916785164489874,0.6629288303165622
fixed,16,0.6687775540011611,0.6380231826620304,0.737398861287206,0.5207334309527943,0.6601928651218016
fixed,17,0.5165666616934997,0.5004964257515335,0.9698461716163096,0.4637867820990183,0.6725013974928374
fixed,18,0.561012429051358,0.5459534220598239,0.7644572066684749,0.45360538291064145,0.5721304510423773
fixed,19,0.5092806393636192,0.4918524280522838,0.7417023354386756,0.5499361344449931,0.6363348555357085
fixed,20,0.4452138589610468,0.42998035975979954,0.8362050599585513,0.4848397325132708,0.6436578046851543
fixed,21,0.5555734415370981,0.5366574368907199,0.8105910296423287,0.5113684298938299,0.6952450514048238
fixed,22,0.6418785515847725,0.61292380651575,0.7253362460592754,0.4997205247479683,0.6243042779527924
fixed,23,0.6909692282680172,0.661263526408718,0.7443366564911398,0.4982301118101032,0.661263526408718
fixed,24,0.5691545497770469,0.5459207379824212,0.7301761754310145,0.5420100878602684,0.6248357288291093
fixed,25,0.5985773865162973,0.5781427833422037,0.7747194073065665,0.53350558880612,0.6570342201380238
fixed,26,0.554574415245382,0.539519196944628,0.8959671650027925,0.5405176899660494,0.6296553059164334
fixed,27,0.6528098278495728,0.6411341526107687,0.8218989825830718,0.49981603085466164,0.6411341526107687
fixed,28,0.6004458888080904,0.5794618407379633,0.800375561608151,0.5313867657780708,0.6989049978624247
fixed,29,0.41559833352422554,0.40592728490182095,0.7860607232095673,0.5297842964155512,0.6895979676947206
failure_only,0,0.49729968875510916,0.4857750094256547,0.8482474642456921,0.4728592949333619,0.6447689158725884
failure_only,1,0.7117175485194039,0.6889074081176462,0.867145326036435,0.5431852245489883,0.6889074081176462
failure_only,2,0.7129855465243842,0.6919112969818445,0.7856271329403572,0.5214552851876916,0.6919112969818445
failure_only,3,0.609577333074557,0.5890011529744698,0.7956122279355128,0.5295993044798165,0.6809465940342981
failure_only,4,0.4444797146590003,0.42914882295764867,0.8345225361510884,0.5459010329864774,0.6942849108398518
failure_only,5,0.6402159047312206,0.6166181119718362,0.8396967017262063,0.4567763061052336,0.6166181119718362
failure_only,6,0.6166991580812525,0.6001785268110733,0.8357925077268646,0.5283113501977308,0.6665452655915673
failure_only,7,0.03354055647414196,0.048029244189112336,1.0,0.47304473118796503,0.700261987319027
failure_only,8,0.5664685300920291,0.5444531918775495,0.750270163640539,0.5091299394367753,0.6569821519450103
failure_only,9,0.47714051942687047,0.46113143585793065,0.8949585284997893,0.5221057737201447,0.643472361177119
failure_only,10,0.3037108797816559,0.295338178578551,0.8951890283265249,0.44808213753087245,0.6252146168833718
failure_only,11,0.2719276593174075,0.26421988889725645,0.846230015186292,0.5699710098238883,0.6944153494409006
failure_only,12,0.641904759877927,0.6240307101848327,0.8164741508184719,0.5556373977531249,0.6551807073205277
failure_only,13,0.5463533600670744,0.5229261925766956,0.7079797571276444,0.4379436663144389,0.5865840624089081
failure_only,14,0.5136210844859534,0.5009548544582172,0.8953505706811995,0.5151625633550693,0.6361692643231015
failure_only,15,0.6287599155214916,0.6110886645095543,0.8810664387777862,0.5658689190222903,0.7089417951222735
failure_only,16,0.6182010400793901,0.6018779882090017,0.8536902729384088,0.5587603841889377,0.7329817751810048
failure_only,17,0.4335686317460786,0.4196652384424742,0.8056395293152258,0.555203198299322,0.6729625537239838
failure_only,18,0.6101264436349612,0.5927746353212835,0.8707592130293373,0.5205505319858175,0.6967147647176879
failure_only,19,0.6848787694015885,0.6643008933297123,0.8103999735848592,0.529271903025423,0.7042976980651585
failure_only,20,0.5898911144473817,0.570002283736927,0.8618648734626648,0.5289949804374185,0.65499864672582
failure_only,21,0.7331206871929963,0.7136637658150822,0.786578465753583,0.4331204589032299,0.7136637658150822
failure_only,22,0.7170251077077062,0.695050355338187,0.8668301141128899,0.5392411154835924,0.695050355338187
failure_only,23,0.6342050558697594,0.616441491847424,0.8954714862186067,0.5075353619824121,0.6808006086565048
failure_only,24,0.6556099486950729,0.6354417586749399,0.7729931551082265,0.5756978186220297,0.7093665961893424
failure_only,25,0.508796051073656,0.49668920729140087,0.800582604727698,0.4886020201296892,0.5856996554407263
failure_only,26,0.702712104066165,0.6830979242356833,0.8090471062853003,0.46465005633475476,0.6830979242356833
failure_only,27,0.6238258056596608,0.6067394179074577,0.8782994303566418,0.46636765852736994,0.6067394179074577
failure_only,28,0.7032121297616034,0.6837290191447337,0.8195919921218335,0.4169709030454645,0.6837290191447337
failure_only,29,0.5165184215787847,0.49946318918753324,0.8302189892291614,0.5132057996018712,0.6193265771863201
td_loss,0,0.45114982559777317,0.43896671042376284,0.8315586219932245,0.47149771532235624,0.6293614209591856
td_loss,1,0.59863790736493,0.5841381955930085,0.7330819807384212,0.4812485013981846,0.612683653036087
td_loss,2,0.5633154077898199,0.547292345272415,0.8673124758397681,0.5047746337600982,0.6692196680246242
td_loss,3,0.5404957686677626,0.5337262579576839,0.7393697205206504,0.5176257801740364,0.621209078114137
td_loss,4,0.5048154505752158,0.48532356050049885,0.7658031933566007,0.5512774269422533,0.6551156862534754
td_loss,5,0.4846316389584223,0.4730119483001267,0.8848652101558983,0.4674130745931887,0.6429935775107547
td_loss,6,0.7061784745679583,0.6852653846392751,0.8013011830807983,0.4942176635349244,0.6852653846392751
td_loss,7,0.6823338859704369,0.6627816502514547,0.7959299009615455,0.519113416178302,0.6627816502514547
td_loss,8,0.6189703582483762,0.6006389000418793,0.8101732245587315,0.4414627896968061,0.6453609113107118
td_loss,9,0.6866247639395874,0.660763704775397,0.7048197110195815,0.4651166020369477,0.6628874003257342
td_loss,10,0.6337592181256082,0.6300385064184044,0.8141981812277774,0.5645353591761431,0.6425095282482413
td_loss,11,0.580317639235149,0.5495208127665986,0.7404488142794408,0.5436305205359074,0.6247871395111045
td_loss,12,0.6181499306351005,0.6024325883212565,0.7462902789268935,0.4826976999109175,0.6024325883212565
td_loss,13,0.40506978694295576,0.39505007079028726,0.8857829484483593,0.4761973060957111,0.5959451631813192
td_loss,14,0.554739991316356,0.5380701195408867,0.739303282275493,0.44203283317706804,0.636811482215315
td_loss,15,0.5135284601093724,0.4970826201055977,0.7544711015067618,0.4490114844435526,0.64462113662002
td_loss,16,0.35953486928639483,0.34626502861074576,0.8148853383987786,0.4911859101922515,0.647507734517806
td_loss,17,0.471363969838106,0.4600239172914914,0.8519660050503037,0.49582687750653603,0.5912558742724825
td_loss,18,0.7230012301406934,0.7076266089230304,0.7908621609378195,0.4675300124896121,0.7076266089230304
td_loss,19,0.27039448026011415,0.2666913046665315,0.8141904394777753,0.4884042454798176,0.6895158585170535
td_loss,20,0.7192610107908323,0.6972503570982092,0.776104002112676,0.4381141028734329,0.6972503570982092
td_loss,21,0.4810273678068114,0.4682302300625648,0.9049446686801029,0.41080434157577644,0.6165197967043325
td_loss,22,0.5331238065219365,0.5163598439840218,0.690528365079004,0.5408611924815824,0.6747087844241471
td_loss,23,0.550409986904424,0.5299465895329116,0.762889214600713,0.5653637493265935,0.6788301744648151
td_loss,24,0.615670100398682,0.6036053801597412,0.7978450470232731,0.519484570217443,0.647498072372581
td_loss,25,0.5408688393849624,0.5222474426385357,0.8270461447554696,0.5306976777861343,0.6462307174397066
td_loss,26,0.4683036094761953,0.45191007302906766,0.8337867844439433,0.45865206886852666,0.5843644186621825
td_loss,27,0.5461120822224633,0.5272356763450864,0.7587814689154523,0.4687081533374717,0.6375568259662867
td_loss,28,0.6022174538843339,0.5847118041789304,0.8701763739561242,0.5182615415920921,0.6706098579585045
td_loss,29,0.6425678088261007,0.6375089607552267,0.782588013357865,0.47709293416588444,0.6375089607552267
bgr_uniform_radius,0,0.6286989660693081,0.612270244307562,0.8209139245371538,0.4578319209107354,0.6495149357258577
bgr_uniform_radius,1,0.47567407416166546,0.4625250502045721,0.8434592790852575,0.4606516430192574,0.6125383440442512
bgr_uniform_radius,2,0.7083478621203694,0.6871431158047029,0.7883537137969521,0.5079910112191168,0.6871431158047029
bgr_uniform_radius,3,0.6362103322227104,0.6315214315079715,0.8235090373988005,0.5328869068926775,0.6315214315079715
bgr_uniform_radius,4,0.4884879535077742,0.4726492771478213,0.7888678182531517,0.5179656591180009,0.6648224770786509
bgr_uniform_radius,5,0.6772119625698045,0.660305400657207,0.8686941121025917,0.4234546544546741,0.660305400657207
bgr_uniform_radius,6,0.6910571512344046,0.6719167140623686,0.8255296871337672,0.5254367608221092,0.6719167140623686
bgr_uniform_radius,7,0.616562667487441,0.5983952682786472,0.7654856776405209,0.4995676038059489,0.6585882391349367
bgr_uniform_radius,8,0.25075507418804166,0.2450883325270784,0.9011378789196633,0.5293624143749024,0.6719527402107927
bgr_uniform_radius,9,0.5780929728054437,0.5470485476582669,0.6746860228414249,0.5279117400032765,0.6811759843460686
bgr_uniform_radius,10,0.4903001547745395,0.47792862526711755,0.7303832988369193,0.5009268749404493,0.6126762737150256
bgr_uniform_radius,11,0.6172200845712609,0.6021195177663672,0.7774722114276125,0.4877789605857546,0.6021195177663672
bgr_uniform_radius,12,0.591785063282452,0.5741968016614999,0.7679702312405785,0.44210295592160376,0.6545082857414
