seed,radius,trial,success,progress,start_x,end_x
1,1.25,6,0,0.027027102535049113,-0.19936065713844126,-0.17233355460339214
1,1.25,7,0,0.032383416023323564,-0.19936065713844126,-0.1669772411151177
1,1.25,8,0,0.011125372707225384,-0.19936065713844126,-0.18823528443121587
1,1.25,9,0,0.021802850891835146,-0.19936065713844126,-0.1775578062466061
1,1.5,0,0,0.027357950691968613,-0.19936065713844126,-0.17200270644647264
1,1.5,1,0,0.025783651704805483,-0.19936065713844126,-0.17357700543363577
1,1.5,2,0,0.009830566084817832,-0.19936065713844126,-0.18953009105362342
1,1.5,3,0,0.017550318134836485,-0.19936065713844126,-0.18181033900360477
1,1.5,4,0,0.0321348993067799,-0.19936065713844126,-0.16722575783166135
1,1.5,5,0,0.016886821305226507,-0.19936065713844126,-0.18247383583321475
1,1.5,6,0,0.02838127838743079,-0.19936065713844126,-0.17097937875101046
1,1.5,7,0,0.034799781701505716,-0.19936065713844126,-0.16456087543693554
1,1.5,8,0,0.009789377715179876,-0.19936065713844126,-0.18957127942326138
1,1.5,9,0,0.022195910399527424,-0.19936065713844126,-0.17716474673891383
1,2.0,0,0,0.02967044139935232,-0.19936065713844126,-0.16969021573908893
1,2.0,1,0,0.027665618552263377,-0.19936065713844126,-0.17169503858617788
1,2.0,2,0,0.006328571400704697,-0.19936065713844126,-0.19303208573773656
1,2.0,3,0,0.016819002223562446,-0.19936065713844126,-0.1825416549148788
1,2.0,4,0,0.03604728002457458,-0.19936065713844126,-0.16331337711386668
1,2.0,5,0,0.02843601448940139,-0.19936065713844126,-0.17092464264903987
1,2.0,6,0,0.035299690019301416,-0.19936065713844126,-0.16406096711913984
1,2.0,7,0,0.03969406397816591,-0.19936065713844126,-0.15966659316027534
1,2.0,8,0,0.018468775958238953,-0.19936065713844126,-0.1808918811802023
1,2.0,9,0,0.022951987003425295,-0.19936065713844126,-0.17640867013501596
2,0.0,0,1,0.265314244364777,-0.25244224223296957,0.012872002131807428
2,0.0,1,1,0.265314244364777,-0.25244224223296957,0.012872002131807428
2,0.0,2,1,0.265314244364777,-0.25244224223296957,0.012872002131807428
2,0.0,3,1,0.265314244364777,-0.25244224223296957,0.012872002131807428
2,0.0,4,1,0.265314244364777,-0.25244224223296957,0.012872002131807428
2,0.0,5,1,0.265314244364777,-0.25244224223296957,0.012872002131807428
2,0.0,6,1,0.265314244364777,-0.25244224223296957,0.012872002131807428
2,0.0,7,1,0.15576883048345608,-0.25244224223296957,-0.0966734117495135
2,0.0,8,0,0.012725374301398307,-0.25244224223296957,-0.23971686793157126
2,0.0,9,0,0.012725374301398307,-0.25244224223296957,-0.23971686793157126
2,0.25,0,0,0.01631908802526233,-0.25244224223296957,-0.23612315420770724
