method,seed,step,clean,rauc,median_r80
bgr_uniform_radius,3,0.0,1.0,0.34166666666666673,0.088
bgr_uniform_radius,3,20.0,1.0,0.75,0.21000000000000002
bgr_uniform_radius,3,40.0,1.0,0.75,0.21000000000000002
bgr_uniform_radius,3,60.0,1.0,0.75,0.21000000000000002
bgr_uniform_radius,3,80.0,1.0,0.75,0.21000000000000002
bgr_coverage,0,0.0,1.0,0.35000000000000003,0.10400000000000001
bgr_coverage,0,20.0,1.0,0.7374999999999999,0.21000000000000002
bgr_coverage,0,40.0,1.0,0.75,0.21000000000000002
bgr_coverage,0,60.0,1.0,0.75,0.21000000000000002
bgr_coverage,0,80.0,1.0,0.75,0.21000000000000002
bgr_coverage,1,0.0,1.0,0.34722222222222227,0.10400000000000001
bgr_coverage,1,20.0,1.0,0.75,0.21000000000000002
bgr_coverage,1,40.0,1.0,0.75,0.21000000000000002
bgr_coverage,1,60.0,1.0,0.69375,0.176
bgr_coverage,1,80.0,1.0,0.75,0.21000000000000002
bgr_coverage,2,0.0,1.0,0.35277777777777786,0.10400000000000001
bgr_coverage,2,20.0,1.0,0.75,0.21000000000000002
bgr_coverage,2,40.0,1.0,0.7000000000000001,0.193
bgr_coverage,2,60.0,1.0,0.75,0.21000000000000002
bgr_coverage,2,80.0,1.0,0.75,0.21000000000000002
bgr_coverage,3,0.0,1.0,0.34166666666666673,0.088
bgr_coverage,3,20.0,1.0,0.6812499999999999,0.176
bgr_coverage,3,40.0,1.0,0.75,0.21000000000000002
bgr_coverage,3,60.0,1.0,0.75,0.21000000000000002
bgr_coverage,3,80.0,1.0,0.75,0.21000000000000002
bgr,0,0.0,1.0,0.35000000000000003,0.10400000000000001
bgr,0,20.0,1.0,0.75,0.21000000000000002
bgr,0,40.0,1.0,0.75,0.21000000000000002
bgr,0,60.0,1.0,0.75,0.21000000000000002
bgr,0,80.0,1.0,0.75,0.21000000000000002
bgr,1,0.0,1.0,0.34722222222222227,0.10400000000000001
bgr,1,20.0,1.0,0.75,0.21000000000000002
bgr,1,40.0,1.0,0.6749999999999999,0.176
bgr,1,60.0,1.0,0.75,0.21000000000000002
bgr,1,80.0,1.0,0.75,0.21000000000000002
bgr,2,0.0,1.0,0.35277777777777786,0.10400000000000001
bgr,2,20.0,1.0,0.75,0.21000000000000002
bgr,2,40.0,1.0,0.75,0.21000000000000002
bgr,2,60.0,1.0,0.75,0.21000000000000002
bgr,2,80.0,1.0,0.75,0.21000000000000002
bgr,3,0.0,1.0,0.34166666666666673,0.088
bgr,3,20.0,1.0,0.74375,0.21000000000000002
bgr,3,40.0,1.0,0.75,0.21000000000000002
bgr,3,60.0,1.0,0.75,0.21000000000000002
bgr,3,80.0,1.0,0.75,0.21000000000000002
