stress_case,stress_label,method,n,clean_mean,clean_sem,rauc_mean,rauc_sem,r80_mean,r80_sem,transfer_rauc_mean,transfer_rauc_sem,aulc_mean,aulc_sem
diffuse_boundary,Diffuse boundary,BGR-Coverage,30,0.8594499240670542,0.0006060586119217086,0.4804714010682424,0.000699669431155579,0.4419659925960318,0.0011329896796588809,0.30891484400779545,0.0005373687010190813,0.37371401384278186,0.000578944456150014
diffuse_boundary,Diffuse boundary,Uniform,30,0.8317753192864114,0.0006959069223692599,0.46933611280579207,0.0007070538369999094,0.44951764243324643,0.001162774325832988,0.3036820184196915,0.0005717950739062664,0.36366104229444046,0.0005435672234324886
high_clutter,High clutter,BGR-Coverage,30,0.864417443194679,0.0006333239542160721,0.49706648154022454,0.0006849803802731295,0.4982970114640482,0.001191648424558336,0.31424978547438787,0.0005780203930473819,0.38230831966252943,0.0005599022003013732
high_clutter,High clutter,Uniform,30,0.8364062108151342,0.000690331236878438,0.48530947919714007,0.000716176283682256,0.5046983257141476,0.0008910052059721414,0.30811593522386765,0.0005915190356565079,0.3708732482000574,0.0005573523133733148
low_teacher,Low teacher,BGR-Coverage,30,0.6892254493344259,0.0007056414941939588,0.3806210501054728,0.0006598426475378583,0.4612710540149223,0.001239460344362304,0.22665055031702738,0.0005225616987075059,0.28140778184289156,0.0005154970552397304
low_teacher,Low teacher,Uniform,30,0.6647435481670051,0.000723617800244547,0.37549252956937534,0.0006562301029480287,0.48079474456977933,0.0012497134401628033,0.2204695369667914,0.0005178509845335233,0.2719834471816373,0.0005240113293863668
tight_feasible,Tight feasible,BGR-Coverage,30,0.8617454414356244,0.0006247982031341856,0.39870206503886574,0.0006562182169988349,0.3850770431782644,0.0014684540392719627,0.2378514588460551,0.0005673729617837421,0.3349164705337074,0.0005217702463795764
tight_feasible,Tight feasible,Uniform,30,0.8325167520085169,0.0006934508511920897,0.3860218400629643,0.0006562468579785576,0.3862775101653179,0.001453503853059722,0.23142633582609937,0.0005671372322101239,0.32411458061101034,0.000509425166953651
