target_margin,n,clean_mean,clean_sem,rauc_mean,rauc_sem,r80_mean,r80_sem,aulc_mean,aulc_sem
0.26,30,0.9507157398628782,0.0004518189234508184,0.4426699288764554,0.00033035419190171857,0.3515841779463434,0.0006507215464868391,0.3586775343708833,0.0003447606272035958
0.32,30,0.948789022592272,0.0005104124508223443,0.43913256540930135,0.0003984613465034488,0.3487723637144826,0.0006541432380351745,0.3559511005727938,0.0003868377048754131
0.38,30,0.9454893391894625,0.0004825326094247043,0.43444252393637156,0.0003769763011844554,0.344682154713243,0.0007920307208221895,0.3526276817676416,0.00039932351601517545
0.46,30,0.9404888139038033,0.0005338279446314839,0.42636512088426903,0.00037262123425490015,0.33764129810083615,0.0006476557682659937,0.3467639227971711,0.0003837173875634846
0.54,30,0.9344364802798021,0.0004888617297034779,0.4156802369426321,0.0005054847985138726,0.3301796697123622,0.0007667668399436087,0.33931460093414073,0.00043025857565006926
