method,seed,final_clean,final_rauc,final_median_r80,rauc_aulc,best_rauc
uniform,0,1.0,0.8107638888888888,1.0,0.662109375,0.9114583333333334
uniform,1,1.0,0.8897569444444444,1.0,0.7290581597222221,0.8897569444444444
uniform,2,1.0,0.8845486111111112,1.0,0.6891276041666666,0.8845486111111112
uniform,3,1.0,0.7699652777777778,0.775,0.6880425347222223,0.9704861111111112
fixed,0,1.0,0.7126736111111112,0.775,0.7659505208333334,0.9774305555555556
fixed,1,1.0,0.796875,0.775,0.5750868055555556,0.796875
fixed,2,1.0,0.796875,0.775,0.6549479166666666,0.796875
fixed,3,1.0,0.8003472222222222,0.775,0.6449652777777778,0.8090277777777778
failure_only,0,1.0,0.9947916666666666,1.0,0.6972656250000001,0.9947916666666666
failure_only,1,1.0,0.8237847222222222,0.9,0.7388237847222222,0.9895833333333334
failure_only,2,1.0,0.9956597222222222,1.0,0.8206380208333333,0.9956597222222222
failure_only,3,1.0,0.9201388888888888,1.0,0.7903645833333334,0.9288194444444444
td_loss,0,1.0,0.8862847222222222,1.0,0.5144314236111112,0.8862847222222222
td_loss,1,1.0,0.484375,0.275,0.6256510416666666,0.7751736111111112
td_loss,2,1.0,0.65625,0.65,0.5028211805555556,0.8758680555555556
td_loss,3,1.0,0.8289930555555556,0.9,0.5632595486111112,0.8289930555555556
bgr_uniform_radius,0,1.0,0.7942708333333334,0.7875000000000001,0.6945529513888888,1.0
bgr_uniform_radius,1,1.0,0.9904513888888888,1.0,0.5636935763888888,0.9904513888888888
bgr_uniform_radius,2,1.0,0.9114583333333334,1.0,0.5711805555555556,0.9114583333333334
bgr_uniform_radius,3,1.0,0.8967013888888888,1.0,0.6188151041666666,0.8967013888888888
bgr_coverage,0,1.0,0.8845486111111112,1.0,0.7470703125,0.9869791666666666
bgr_coverage,1,1.0,0.9427083333333334,1.0,0.6549479166666667,0.9661458333333334
bgr_coverage,2,1.0,0.8559027777777778,1.0,0.593532986111111,0.8559027777777778
bgr_coverage,3,1.0,0.8880208333333334,1.0,0.5560980902777778,0.9053819444444444
bgr,0,1.0,0.9427083333333334,1.0,0.7198350694444444,0.9427083333333334
bgr,1,1.0,0.9678819444444444,1.0,0.7470703125000001,0.9678819444444444
bgr,2,1.0,0.9956597222222222,1.0,0.826931423611111,0.9956597222222222
bgr,3,1.0,0.9904513888888888,1.0,0.6344401041666666,0.9904513888888888
