dataset,target_radius,method,n,final_rauc_mean,delta_vs_uniform,wins_vs_uniform,losses_vs_uniform,ties_vs_uniform,decision
adult,1.5000,uniform,30,0.768900,0.000000,0,0,30,reject-scout
adult,1.5000,fixed,30,0.787025,0.018125,18,12,0,reject-scout
adult,1.5000,bgr,30,0.781783,0.012883,18,12,0,reject-scout
credit-approval,1.5000,uniform,30,0.795377,0.000000,0,0,30,reject-scout
credit-approval,1.5000,fixed,30,0.792588,-0.002789,14,16,0,reject-scout
credit-approval,1.5000,bgr,30,0.825310,0.029933,22,8,0,reject-scout
credit-g,1.5000,uniform,30,0.667008,0.000000,0,0,30,reject-scout
credit-g,1.5000,fixed,30,0.676025,0.009017,15,15,0,reject-scout
credit-g,1.5000,bgr,30,0.705292,0.038283,19,11,0,reject-scout
