learning_rate,method,seed,final_clean,final_rauc,final_median_r80,rauc_aulc,best_rauc
0.06,bgr,19,0.9457611234496537,0.4841244834784613,0.4047764679848206,0.393601534847964,0.4841244834784613
0.06,bgr,20,0.942028084252783,0.4844368074845359,0.41025430197473284,0.3954571465635121,0.4844368074845359
0.06,bgr,21,0.9396970632140236,0.48591965145919686,0.4148131827444358,0.3982479581076778,0.48591965145919686
0.06,bgr,22,0.9391824435691121,0.48769270604505116,0.4163926369985239,0.3976927166168367,0.48769270604505116
0.06,bgr,23,0.9401791075675078,0.48517103482326607,0.41067812375457613,0.39807193120891876,0.48517103482326607
0.06,bgr,24,0.9450933452020204,0.4871622434576934,0.4078836851204485,0.39782084061777806,0.4871622434576934
0.06,bgr,25,0.9454113972877624,0.48435252744321544,0.4035313697602424,0.39532615973268775,0.48435252744321544
0.06,bgr,26,0.9419739507068886,0.4846248990917979,0.40492796158186095,0.3953098025386689,0.4846248990917979
0.06,bgr,27,0.9459760989011604,0.48225214657628424,0.4046086467734542,0.39378921434978903,0.48225214657628424
0.06,bgr,28,0.9444666584775994,0.48591625926608706,0.4067477010266878,0.39562721872484163,0.48591625926608706
0.06,bgr,29,0.9456784544814181,0.4829956206833924,0.40392087514268393,0.3939794803900115,0.4829956206833924
