method,seed,final_clean,final_rauc,final_median_r80,final_abs_r10,rauc_aulc,best_rauc
uniform,0,1.0,0.96484375,1.0,1.0,0.7753580729166667,0.96484375
uniform,1,1.0,0.9973958333333334,1.0,1.0,0.6411458333333334,0.9973958333333334
uniform,2,1.0,0.9361979166666666,0.8125,1.0,0.75966796875,0.9361979166666666
uniform,3,1.0,0.9635416666666667,0.95,1.0,0.6255859375,0.9635416666666667
uniform,4,1.0,0.9078125,0.8,1.0,0.7505859375,0.9078125
uniform,5,1.0,0.9848958333333333,1.0,1.0,0.8166666666666668,0.9848958333333333
uniform,6,1.0,0.9934895833333334,1.0,1.0,0.6706705729166667,0.9934895833333334
uniform,7,1.0,0.9386904761904761,1.0,1.0,0.6000074404761904,0.9386904761904761
fixed,0,1.0,0.9609375,0.9375,1.0,0.6017578125,0.9609375
fixed,1,1.0,0.9322916666666667,0.8875,1.0,0.515234375,0.9322916666666667
fixed,2,1.0,0.94453125,0.925,1.0,0.81591796875,0.94453125
fixed,3,1.0,0.8546875,0.64375,1.0,0.535546875,0.8546875
fixed,4,0.5,0.6695312499999999,0.5375,0.4921875,0.5300455729166667,0.6695312499999999
fixed,5,1.0,0.8846354166666667,0.78125,1.0,0.71962890625,0.8846354166666667
fixed,6,1.0,0.93203125,0.7875,1.0,0.6097330729166666,0.93203125
fixed,7,1.0,0.9449851190476191,0.9260416666666667,1.0,0.6559542410714286,0.9449851190476191
failure_only,0,1.0,0.96875,1.0,1.0,0.8167317708333333,0.96875
failure_only,1,1.0,0.9947916666666667,1.0,1.0,0.7240234375000001,0.9947916666666667
failure_only,2,1.0,1.0,1.0,1.0,0.8397135416666668,1.0
failure_only,3,1.0,0.540625,0.3125,0.9625,0.473046875,0.540625
failure_only,4,1.0,0.9973958333333334,1.0,1.0,0.7770182291666667,0.9973958333333334
failure_only,5,1.0,1.0,1.0,1.0,0.8203125,1.0
failure_only,6,1.0,1.0,1.0,1.0,0.7024088541666667,1.0
failure_only,7,1.0,1.0,1.0,1.0,0.6943154761904762,1.0
td_loss,0,1.0,0.96875,1.0,1.0,0.7703125,0.96875
td_loss,1,1.0,0.9622395833333334,0.95,1.0,0.6124674479166667,0.9622395833333334
td_loss,2,1.0,1.0,1.0,1.0,0.7636718750000001,1.0
td_loss,3,1.0,0.98828125,1.0,1.0,0.6958658854166667,0.98828125
td_loss,4,1.0,0.8984375,0.8,1.0,0.65546875,0.8984375
td_loss,5,1.0,0.9947916666666667,1.0,1.0,0.7233723958333333,0.9947916666666667
td_loss,6,1.0,0.9869791666666667,1.0,1.0,0.6822916666666666,0.9869791666666667
td_loss,7,1.0,0.8634226190476191,0.66,1.0,0.5557552083333334,0.8634226190476191
bgr_uniform_radius,0,1.0,0.9583333333333334,0.925,1.0,0.7955729166666666,0.9583333333333334
bgr_uniform_radius,1,1.0,0.9739583333333334,1.0,1.0,0.6229817708333334,0.9739583333333334
bgr_uniform_radius,2,1.0,0.96875,1.0,1.0,0.740625,0.96875
bgr_uniform_radius,3,1.0,0.9442708333333334,0.9,1.0,0.7369791666666666,0.9442708333333334
bgr_uniform_radius,4,1.0,0.9,0.8,1.0,0.6963541666666667,0.9
bgr_uniform_radius,5,1.0,0.8885416666666667,0.78125,1.0,0.7038411458333333,0.8885416666666667
bgr_uniform_radius,6,1.0,0.9471354166666668,1.0,1.0,0.6551106770833334,0.9471354166666668
bgr_uniform_radius,7,1.0,0.9775,1.0,1.0,0.7084151785714285,0.9775
bgr_coverage,0,1.0,0.8692708333333332,0.7,1.0,0.7491536458333333,0.8692708333333332
bgr_coverage,1,1.0,0.8299479166666666,0.35,1.0,0.40830078125,0.8299479166666666
bgr_coverage,2,1.0,0.9520833333333334,0.925,1.0,0.6761718750000001,0.9520833333333334
bgr_coverage,3,1.0,0.43645833333333334,0.16874999999999998,0.9625,0.37578125,0.43645833333333334
bgr_coverage,4,1.0,0.909375,0.8,1.0,0.6471354166666667,0.909375
bgr_coverage,5,1.0,0.9200520833333333,0.875,1.0,0.68701171875,0.9200520833333333
bgr_coverage,6,1.0,0.8143229166666667,0.6145833333333333,1.0,0.51435546875,0.8143229166666667
bgr_coverage,7,1.0,0.8913690476190477,0.70625,1.0,0.5154352678571429,0.8913690476190477
bgr,0,1.0,0.95703125,0.9125000000000001,1.0,0.81240234375,0.95703125
bgr,1,1.0,0.9747395833333333,1.0,1.0,0.7289388020833334,0.9747395833333333
bgr,2,1.0,0.95703125,0.925,1.0,0.66103515625,0.95703125
bgr,3,1.0,0.92578125,0.8125,1.0,0.4919596354166666,0.92578125
bgr,4,1.0,0.8953125,0.8,1.0,0.5383463541666667,0.8953125
bgr,5,1.0,0.8111979166666667,0.6125,1.0,0.5708658854166666,0.8111979166666667
bgr,6,1.0,0.8416666666666667,0.65625,1.0,0.6752604166666666,0.8416666666666667
bgr,7,1.0,0.8654315476190476,0.655,1.0,0.5411290922619048,0.8654315476190476
