source,family,num_states,num_radii,clean_mean,rauc_mean,r80_mean,r50_mean,rauc_sem,r80_sem
libero_openvla_observation_object3_h220_bash,blur,9,3,1.0,0.4666666666666667,0.30666666666666664,0.4666666666666667,0.08333333333333333,0.09333333333333332
libero_openvla_observation_object3_h220_bash,brightness,9,3,1.0,0.8,0.7333333333333334,0.8,0.09860132971832693,0.1243650540411842
libero_openvla_observation_object3_h220_bash,occlusion,9,4,1.0,0.3888888888888889,0.2822222222222222,0.3888888888888889,0.0806991058129664,0.08559883465227293
libero_openvla_observation_object3_h220_bash,shift,9,3,1.0,0.5148148148148148,0.37925925925925924,0.5148148148148148,0.10093866722156773,0.11429031932717103
