method,seed,final_clean,final_rauc,final_median_r80,rauc_aulc,best_rauc
uniform,0,0.07142857142857142,0.0783110119047619,1.0,0.13516090029761904,0.451264880952381
uniform,1,0.08928571428571429,0.09728422619047618,1.0,0.1565057663690476,0.5584077380952381
uniform,2,0.07142857142857142,0.04836309523809523,1.0,0.13955543154761907,0.4174107142857143
uniform,3,0.05357142857142857,0.08035714285714286,1.0,0.12660435267857142,0.404203869047619
fixed,0,0.07142857142857142,0.10751488095238095,1.0,0.1820591517857143,0.451264880952381
fixed,1,0.017857142857142856,0.018601190476190473,1.0,0.10063244047619048,0.5584077380952381
fixed,2,0.07142857142857142,0.09654017857142858,1.0,0.15608723958333334,0.4174107142857143
fixed,3,0.07142857142857142,0.060453869047619055,1.0,0.11360677083333331,0.404203869047619
failure_only,0,0.26785714285714285,0.30357142857142855,1.0,0.12983630952380953,0.451264880952381
failure_only,1,0.0,0.00037202380952380956,1.0,0.16289992559523808,0.5584077380952381
failure_only,2,0.125,0.15029761904761904,1.0,0.17429315476190477,0.4174107142857143
failure_only,3,0.07142857142857142,0.060639880952380945,1.0,0.14780970982142855,0.404203869047619
td_loss,0,0.14285714285714285,0.12239583333333333,1.0,0.27097284226190477,0.451264880952381
td_loss,1,0.05357142857142857,0.044270833333333336,1.0,0.2762276785714286,0.5584077380952381
td_loss,2,0.2857142857142857,0.3413318452380953,1.0,0.17352585565476192,0.4174107142857143
td_loss,3,0.08928571428571429,0.07459077380952381,1.0,0.1928013392857143,0.45052083333333337
bgr_uniform_radius,0,0.125,0.13932291666666669,1.0,0.14353143601190474,0.451264880952381
bgr_uniform_radius,1,0.03571428571428571,0.026971726190476192,1.0,0.1266973586309524,0.5584077380952381
bgr_uniform_radius,2,0.125,0.12667410714285715,1.0,0.16496930803571427,0.4174107142857143
bgr_uniform_radius,3,0.0,0.0,1.0,0.12730189732142855,0.404203869047619
bgr_coverage,0,0.0,0.0016741071428571428,1.0,0.10670107886904763,0.451264880952381
bgr_coverage,1,0.19642857142857142,0.14174107142857142,1.0,0.25134858630952384,0.5584077380952381
bgr_coverage,2,0.14285714285714285,0.17020089285714285,1.0,0.2352818080357143,0.4174107142857143
bgr_coverage,3,0.017857142857142856,0.008742559523809524,1.0,0.13346354166666666,0.404203869047619
bgr,0,0.05357142857142857,0.04352678571428571,1.0,0.13006882440476192,0.451264880952381
bgr,1,0.125,0.10658482142857142,1.0,0.1371605282738095,0.5584077380952381
bgr,2,0.10714285714285714,0.15104166666666666,1.0,0.10267857142857144,0.4174107142857143
bgr,3,0.125,0.11662946428571429,1.0,0.2275855654761905,0.404203869047619
