method,seed,step,clean,rauc,median_r80
td_loss,0,40.0,0.9,0.5666666666666667,3.7
td_loss,0,60.0,0.9,0.5666666666666667,3.7
td_loss,0,80.0,0.9,0.5666666666666667,3.7
td_loss,0,100.0,0.9,0.5666666666666667,3.7
td_loss,1,0.0,0.9,0.5666666666666667,3.7
td_loss,1,20.0,0.9,0.5666666666666667,3.7
td_loss,1,40.0,0.9,0.5666666666666667,3.7
td_loss,1,60.0,0.9,0.5666666666666667,3.7
td_loss,1,80.0,0.9,0.5666666666666667,3.7
td_loss,1,100.0,0.9,0.5666666666666667,3.7
td_loss,2,0.0,0.9,0.5666666666666667,3.7
td_loss,2,20.0,0.9,0.5666666666666667,3.7
td_loss,2,40.0,0.9,0.5666666666666667,3.7
td_loss,2,60.0,0.9,0.5666666666666667,3.7
td_loss,2,80.0,0.9,0.5666666666666667,3.7
td_loss,2,100.0,0.9,0.5666666666666667,3.7
td_loss,3,0.0,0.9,0.5666666666666667,3.7
td_loss,3,20.0,0.9,0.5666666666666667,3.7
td_loss,3,40.0,0.9,0.5666666666666667,3.7
td_loss,3,60.0,0.9,0.5666666666666667,3.7
td_loss,3,80.0,0.9,0.5666666666666667,3.7
td_loss,3,100.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,0,0.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,0,20.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,0,40.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,0,60.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,0,80.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,0,100.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,1,0.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,1,20.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,1,40.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,1,60.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,1,80.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,1,100.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,2,0.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,2,20.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,2,40.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,2,60.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,2,80.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,2,100.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,3,0.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,3,20.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,3,40.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,3,60.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,3,80.0,0.9,0.5666666666666667,3.7
bgr_uniform_radius,3,100.0,0.9,0.5666666666666667,3.7
bgr_coverage,0,0.0,0.9,0.5666666666666667,3.7
bgr_coverage,0,20.0,0.9,0.5666666666666667,3.7
bgr_coverage,0,40.0,0.9,0.5666666666666667,3.7
bgr_coverage,0,60.0,0.9,0.5666666666666667,3.7
bgr_coverage,0,80.0,0.9,0.5666666666666667,3.7
bgr_coverage,0,100.0,0.9,0.5666666666666667,3.7
bgr_coverage,1,0.0,0.9,0.5666666666666667,3.7
bgr_coverage,1,20.0,0.9,0.5666666666666667,3.7
