dataset,target_radius,method,seed,final_rauc
climate-model-simulation-crashes,2.0000,bgr,21,0.918981
climate-model-simulation-crashes,2.0000,uniform,22,0.859458
climate-model-simulation-crashes,2.0000,fixed,22,0.860780
climate-model-simulation-crashes,2.0000,bgr,22,0.875661
climate-model-simulation-crashes,2.0000,uniform,23,0.882606
climate-model-simulation-crashes,2.0000,fixed,23,0.885582
climate-model-simulation-crashes,2.0000,bgr,23,0.915344
climate-model-simulation-crashes,2.0000,uniform,24,0.886243
climate-model-simulation-crashes,2.0000,fixed,24,0.887566
climate-model-simulation-crashes,2.0000,bgr,24,0.848545
climate-model-simulation-crashes,2.0000,uniform,25,0.898479
climate-model-simulation-crashes,2.0000,fixed,25,0.863095
climate-model-simulation-crashes,2.0000,bgr,25,0.916005
climate-model-simulation-crashes,2.0000,uniform,26,0.873347
climate-model-simulation-crashes,2.0000,fixed,26,0.862103
climate-model-simulation-crashes,2.0000,bgr,26,0.838294
climate-model-simulation-crashes,2.0000,uniform,27,0.873347
climate-model-simulation-crashes,2.0000,fixed,27,0.915013
climate-model-simulation-crashes,2.0000,bgr,27,0.915344
climate-model-simulation-crashes,2.0000,uniform,28,0.873347
climate-model-simulation-crashes,2.0000,fixed,28,0.894841
climate-model-simulation-crashes,2.0000,bgr,28,0.905423
climate-model-simulation-crashes,2.0000,uniform,29,0.890542
climate-model-simulation-crashes,2.0000,fixed,29,0.863757
climate-model-simulation-crashes,2.0000,bgr,29,0.912698
kc1,2.0000,uniform,0,0.802500
kc1,2.0000,fixed,0,0.838750
kc1,2.0000,bgr,0,0.802500
kc1,2.0000,uniform,1,0.786250
kc1,2.0000,fixed,1,0.806500
kc1,2.0000,bgr,1,0.805750
kc1,2.0000,uniform,2,0.796750
kc1,2.0000,fixed,2,0.845500
kc1,2.0000,bgr,2,0.806250
kc1,2.0000,uniform,3,0.824250
kc1,2.0000,fixed,3,0.862000
kc1,2.0000,bgr,3,0.858500
kc1,2.0000,uniform,4,0.810500
kc1,2.0000,fixed,4,0.367500
kc1,2.0000,bgr,4,0.815000
